10000
2674514193	798364813	3754291733	1267955485	2150576522	3841087166	3115411645	1972252458	41220384	698289352
4091754857	4294042166	3780434974	1056380288	4254954651	1305595350	3216281506	1007156474	3976616282	1289007191
4029742534	321832732	428864808	768686116	2080939646	3105386991	3485429498	2708511680	3274911399	2441098939
4066569275	1131589858	1159955785	4248875346	1638208238	391613134	2578578820	1424363188	1452166620	1100063900
4202906808	1639251452	4273304373	582635011	572433644	2584117809	467007185	3231315590	2804045598	1822985612
3693091201	2297059780	176083322	2554586183	3817544514	3621224174	3524210055	3705954163	3813183761	2955297954
3996258311	1554002653	3797164520	3387186897	3258643051	1703607117	1872138210	3306950487	1115517062	2238844867
3965638021	1516015770	139129447	1135467931	3723102793	4011193289	2006852951	4038126373	432165929	3217028089
3737403553	548547634	3098534534	74251568	4219610184	1026447067	477747426	2313778759	1082487951	1735703318
992868500	758494656	1450472443	3585054232	3884945233	4068821787	3785110469	963147537	3811071885	3031749440
2464935059	342914301	2522871735	1632561830	4188500741	2104161340	3718734828	1643290944	3574011975	2566334007
273031179	1193577154	32318710	3376768883	510151611	3028651217	1254367193	2060004353	3670347477	1828391697
460194697	3221992673	1316472562	211433089	4118645009	1440650046	199011963	1969845955	2527853204	1656288127
736998305	2233521391	1430909385	2084112419	3425771990	1773393871	2941402901	3479492113	1529638307	273889434
3746430675	949248087	647228981	1823133092	1482826700	2766037177	3612096945	2684776030	3048217832	2847855378
2087693499	1216541489	1681990270	2311897901	3722897969	3467696267	3463745774	3203837924	2649902642	4015528706
3935986194	2631551661	1882007058	1616692469	4005407450	1538041253	1523296182	3384761392	4210909025	2622654156
984518852	2226473619	1717775284	243159494	537435319	3750107985	1754224870	2928392149	2732414610	1049368036
3345678033	1888832797	3402599811	3352326224	4088758371	3856146335	3163551457	2358862656	2022421447	4021237843
2961962146	3883269087	209299907	2261610896	1570227332	3613352839	3753713919	392504094	3295984773	2629136324
841772350	4065729072	3164798425	1612473308	2141412633	3094067281	4286144857	1941211512	3932937010	1285488588
88766088	438905115	1071816624	2424557508	59996492	1288719552	3286482618	4207981619	1275112635	3131222181
3507891592	184337956	2008789450	3152281917	3896930704	950786289	1233853250	2263842807	2857506834	2548265831
3066626350	988621950	3842076069	1252660243	1690153140	3939555405	3711025314	624430818	3532118603	1849109287
3491932663	2029740257	2625407071	3535218215	1444361869	1572025211	339436718	1666619379	2135153124	2445311687
2898932933	3027022661	3697651339	2182571689	1670247663	4074543961	2293641622	4210926116	2029688131	951272187
3957046551	1047313697	3393711705	3671728850	871395155	3119026432	620485369	794295022	4215677770	2483153532
1833393368	49684175	3429756834	1125020603	1533686663	344430701	3684101211	1705361895	4269898717	4251087698
2430890051	4190227128	1693018836	2754247647	2860321610	164255652	2860905341	2855854935	3464383013	2749828945
4274083335	23939628	1363600151	44705172	3827997056	31816551	2276855920	325176100	3237613489	4006647958
1359208993	871016377	1721229130	2658513346	1519357328	1711245022	970282845	2494143911	1405326005	1218417413
3312127484	297080602	4085856687	1181634809	1674856729	925117053	1809424963	3352648309	1436174256	3773181602
1257046036	916912202	482363318	859571743	653504351	3115001934	2161741070	1246072345	351253871	1637167099
2052259754	1821301331	407013945	3744219846	2227362941	3552621065	198791725	103094629	2348862067	3268306048
1750039354	601432300	3752772537	4254951776	1441080796	1275822000	2536615190	119427700	1136022667	1167093456
461867979	2588383381	85270882	1572794703	498727587	2942140492	167723960	2798653797	2949243156	2936510654
656276925	1337559923	1683183138	3966864838	1877087968	2150650895	1083885220	2375376881	106596447	3935086957
4207486189	357091126	3997264830	1957407902	2812939984	3635011452	1900337524	2863211812	1019770643	4164280016
1995661898	1839904169	185156094	541075536	2539923301	581812902	1889441474	4283501582	2970138855	3717333403
306227097	416241429	2728941186	2924632490	2266143402	249725438	2699031725	861947507	2673372173	3010264552
1541226902	3011379899	3481740161	4169670299	1851466069	3611695169	4124802614	3844123802	751950778	2762749706
4054679082	2243477047	2595181316	1433751884	1582409290	2455174346	3395624742	464883579	143499215	183849955
1074883214	665357217	723710409	1274265917	1142982041	1520412304	1899170871	2047525940	1152905976	2560867172
3168749109	3711393671	780562535	2293103176	742206685	3852138601	719398892	103328123	4017106246	616898076
4056803165	3569720533	1626932224	3421462003	2947771938	730932354	1833423330	1101714275	3091892003	35344945
3741014144	2631467028	1561855228	1721368731	373783386	1849687668	4157693425	3862975051	1524366656	1857055467
3683927451	4050355849	248673972	2942028749	2388321345	3078275981	181029651	2370958449	520754221	2840042145
2001559043	3436342218	433102484	2933686832	1928095150	1205552421	3856368807	2101966732	2693712789	2394483267
3162339668	2743680872	3891039165	1409523643	3596437205	99011519	2865658574	2525302904	4289783284	713618441
3480027971	2052671863	2150375706	4026946102	2926653419	3399687290	1053007967	2384388309	2516448502	2236151730
3081717173	2263875774	3681731597	283196620	4209281313	2887149955	1536206934	2419559812	414275293	4011386118
133835530	1988110987	2175576091	1555666131	230184780	361325306	4089418920	324938723	2970634753	2892473662
4161691676	4260475256	2011649790	3451168715	323880315	1791537969	2145961065	772827370	815610423	259313674
3749565948	153123228	1051045824	72608672	4207587463	2034412863	2049011811	3921372604	2323464498	1002998140
1014145672	2949643754	181988600	3361926184	2973393556	2620345211	3914224294	23240734	4150774082	1795627872
2494824982	1517349149	1008744410	536504650	725510662	1899597070	3715229415	4009509479	2669715183	2433971435
3203133317	1800249359	4245418694	2849105807	712153019	1945403829	3320866226	2975374265	3893799699	2869732399
1271431257	2802140813	3201540943	1667729457	169287482	3452420893	2420165155	1274816708	3181606161	3892643787
4119094933	589007460	3649872029	2838184937	3317726087	3726849979	296751935	3841945051	1332694899	1742082003
3698663927	3532879974	1480596986	4021401524	2116786441	3760221096	1926284124	279528488	3432691566	3236370035
